"Año","Zona","Ámbito geográfico","Tipo Residuo","Toneladas Recogidas","Nº Contenedores","Nº Habitantes / Contenedor","Nº Kgs. Recogidos / Habitante"
"2017","-","Zona Costa","Plástico","2.235,7","689","154","21,00"
"2017","-","Zona Costa","Vidrio","5.774,7","946","112","54,24"
"2017","-","Zona Costa","No selectiva","60.774,4","3.350","31","570,79"
"2017","-","Zona Intermedia","Totales","20.399,9","1.906","25","413,24"
"2017","-","Zona Intermedia","Papel o Cartón","733,1","267","184","14,85"
"2017","-","Zona Intermedia","Pilas","0,7","29","1","0,01"
"2017","-","Zona Intermedia","Plástico","500,0","250","197","10,13"
"2017","-","Zona Intermedia","Vidrio","1.185,5","298","165","24,01"
"2017","-","Zona Intermedia","Otros","54,0","1","49","1,09"
"2017","-","Zona Intermedia","No selectiva","17.926,6","1.061","46","363,14"
"2017","-","Zona Interior","Totales","5.216,6","765","17","386,82"
"2017","-","Zona Interior","Papel o Cartón","299,2","112","120","22,19"
"2017","-","Zona Interior","Pilas","1,2","16","842","0,09"
"2017","-","Zona Interior","Plástico","189,4","118","114","14,04"
"2017","-","Zona Interior","Vidrio","486,6","128","105","36,08"
"2017","-","Zona Interior","No selectiva","4.240,2","391","34","314,41"
"2017","Zona Interior","l'Atzúbia","Totales","235,2","30","22","354,22"
"2017","Zona Interior","l'Atzúbia","Papel o Cartón","28,5","8","83","42,92"
"2017","Zona Interior","l'Atzúbia","Pilas","0,1","1","664","0,15"
"2017","Zona Interior","l'Atzúbia","Plástico","12,7","7","94","19,13"
"2017","Zona Interior","l'Atzúbia","Vidrio","21,2","6","110","31,93"
"2017","Zona Interior","l'Atzúbia","No selectiva","172,7","8","83","260,09"
"2017","Zona Interior","Alcalalí","Totales","524,1","91","14","410,74"
"2017","Zona Interior","Alcalalí","Papel o Cartón","26,7","22","58","20,92"
"2017","Zona Interior","Alcalalí","Pilas","0,3","1","1","0,24"
"2017","Zona Interior","Alcalalí","Plástico","24,4","19","67","19,12"
"2017","Zona Interior","Alcalalí","Vidrio","60,7","19","67","47,57"
"2017","Zona Interior","Alcalalí","No selectiva","412,0","30","42","322,88"
"2017","Zona Interior","Beniarbeig","Totales","791,0","60","31","412,19"
"2017","Zona Interior","Beniarbeig","Papel o Cartón","18,0","6","319","9,38"
"2017","Zona Interior","Beniarbeig","Pilas","0,1","1","1","0,05"
"2017","Zona Interior","Beniarbeig","Plástico","13,7","6","319","7,14"
"2017","Zona Interior","Beniarbeig","Vidrio","56,7","14","137","29,55"
"2017","Zona Interior","Beniarbeig","No selectiva","702,5","33","58","366,08"
"2017","Zona Interior","Benigembla","Totales","80,2","23","18","185,22"
"2017","Zona Interior","Benigembla","Papel o Cartón","2,3","5","86","5,31"
"2017","Zona Interior","Benigembla","Plástico","2,0","4","108","4,62"
"2017","Zona Interior","Benigembla","Vidrio","5,0","1","433","11,55"
"2017","Zona Interior","Benigembla","No selectiva","70,9","13","33","163,74"
"2017","Zona Interior","Benidoleig","Totales","413,4","43","25","382,78"
"2017","Zona Interior","Benidoleig","Papel o Cartón","8,6","3","360","7,96"
"2017","Zona Interior","Benidoleig","Plástico","11,2","7","154","10,37"
"2017","Zona Interior","Benidoleig","Vidrio","47,5","7","154","43,98"
"2017","Zona Interior","Benidoleig","No selectiva","346,1","26","41","320,46"
"2017","Zona Interior","Benimeli","Totales","145,1","15","26","371,10"
"2017","Zona Interior","Benimeli","Papel o Cartón","4,1","2","195","10,49"
"2017","Zona Interior","Benimeli","Pilas","0,1","2","195","0,26"
"2017","Zona Interior","Benimeli","Plástico","3,8","3","130","9,72"
"2017","Zona Interior","Benimeli","Vidrio","7,5","3","130","19,18"
"2017","Zona Interior","Benimeli","No selectiva","129,6","5","78","331,46"
"2017","Zona Intermedia","Benissa","Totales","5.178,0","457","23","475,96"
"2017","Zona Intermedia","Benissa","Papel o Cartón","197,6","69","157","18,16"
"2017","Zona Intermedia","Benissa","Pilas","0,2","15","725","0,02"
"2017","Zona Intermedia","Benissa","Plástico","142,9","78","139","13,14"
"2017","Zona Intermedia","Benissa","Vidrio","421,5","80","135","38,74"
"2017","Zona Intermedia","Benissa","No selectiva","4.415,8","215","50","405,90"
"2017","Zona Costa","Poble Nou de Benitatxell","Totales","2.327,9","301","13","579,08"
"2017","Zona Costa","Poble Nou de Benitatxell","Papel o Cartón","99,5","73","55","24,75"
"2017","Zona Costa","Poble Nou de Benitatxell","Plástico","76,3","74","54","18,98"
"2017","Zona Costa","Poble Nou de Benitatxell","Vidrio","184,3","34","118","45,85"
"2017","Zona Costa","Poble Nou de Benitatxell","No selectiva","1.967,8","120","33","489,50"
"2017","Zona Costa","Calp","Totales","16.695,6","1.475","14","802,52"
"2017","Zona Costa","Calp","Papel o Cartón","255,2","84","247","12,27"
"2017","Zona Costa","Calp","Plástico","159,8","57","364","7,68"
"2017","Zona Costa","Calp","Vidrio","1.245,2","176","118","59,85"
"2017","Zona Costa","Calp","No selectiva","15.035,4","1.158","17","722,72"
"2017","Zona Interior","Castell de Castells","Totales","107,8","23","18","247,25"
"2017","Zona Interior","Castell de Castells","Papel o Cartón","5,2","4","109","11,93"
"2017","Zona Interior","Castell de Castells","Pilas","0,1","3","145","0,23"
"2017","Zona Interior","Castell de Castells","Plástico","4,7","4","109","10,78"
"2017","Zona Interior","Castell de Castells","Vidrio","12,6","2","218","28,90"
"2017","Zona Interior","Castell de Castells","No selectiva","85,2","10","43","195,41"
"2017","Zona Costa","Dénia","Totales","26.394,9","2.204","18","634,98"
"2017","Zona Costa","Dénia","Papel o Cartón","712,8","216","192","17,15"
"2017","Zona Costa","Dénia","Pilas","7,5","98","424","0,18"
"2017","Zona Costa","Dénia","Plástico","724,9","204","203","17,44"
"2017","Zona Costa","Dénia","Vidrio","1.568,1","334","124","37,72"
"2017","Zona Costa","Dénia","No selectiva","23.381,6","1.352","30","562,49"
"2017","Zona Intermedia","Gata de Gorgos","Totales","1.804,4","201","28","310,89"
"2017","Zona Intermedia","Gata de Gorgos","Papel o Cartón","141,3","28","207","24,35"
"2017","Zona Intermedia","Gata de Gorgos","Plástico","78,1","28","207","13,46"
"2017","Zona Intermedia","Gata de Gorgos","Vidrio","91,0","32","181","15,68"
"2017","Zona Intermedia","Gata de Gorgos","No selectiva","1.494,0","113","51","257,41"
"2017","Zona Intermedia","Xaló","Totales","1.010,8","148","17","383,46"
"2017","Zona Intermedia","Xaló","Papel o Cartón","46,8","20","131","17,75"
"2017","Zona Intermedia","Xaló","Plástico","48,9","20","131","18,55"
"2017","Zona Intermedia","Xaló","Vidrio","75,3","15","175","28,57"
"2017","Zona Intermedia","Xaló","No selectiva","839,8","93","28","318,59"
"2017","Zona Costa","Xàbia/Jávea","Totales","17.041,0","1.027","26","629,75"
"2017","Zona Costa","Xàbia/Jávea","Papel o Cartón","979,3","214","126","36,19"
"2017","Zona Costa","Xàbia/Jávea","Pilas","1,0","9","3","0,04"
"2017","Zona Costa","Xàbia/Jávea","Plástico","839,9","197","137","31,04"
"2017","Zona Costa","Xàbia/Jávea","Vidrio","1.651,0","252","107","61,01"
"2017","Zona Costa","Xàbia/Jávea","No selectiva","13.569,8","355","76","501,47"
"2017","Zona Intermedia","Llíber","Totales","113,0","25","38","118,82"
"2017","Zona Intermedia","Llíber","Papel o Cartón","5,1","3","317","5,36"
"2017","Zona Intermedia","Llíber","Plástico","4,7","5","190","4,94"
"2017","Zona Intermedia","Llíber","Vidrio","9,4","3","317","9,88"
"2017","Zona Intermedia","Llíber","No selectiva","93,8","14","67","98,63"
"2017","Zona Interior","Murla","Totales","116,9","13","36","245,07"
"2017","Zona Interior","Murla","Papel o Cartón","6,3","2","238","13,21"
"2017","Zona Interior","Murla","Plástico","6,4","2","238","13,42"
"2017","Zona Interior","Murla","Vidrio","20,0","4","119","41,93"
"2017","Zona Interior","Murla","No selectiva","84,2","5","95","176,52"
"2017","Zona Intermedia","Ondara","Totales","2.912,1","143","47","432,13"
"2017","Zona Intermedia","Ondara","Papel o Cartón","79,0","23","293","11,72"
"2017","Zona Intermedia","Ondara","Pilas","0,1","3","2","0,01"
"2017","Zona Intermedia","Ondara","Plástico","54,2","21","320","8,04"
"2017","Zona Intermedia","Ondara","Vidrio","123,4","33","204","18,31"
"2017","Zona Intermedia","Ondara","No selectiva","2.655,4","63","106","394,03"
"2017","Zona Interior","Orba","Totales","944,6","150","13","464,18"
"2017","Zona Interior","Orba","Papel o Cartón","94,4","17","119","46,39"
"2017","Zona Interior","Orba","Plástico","41,1","24","84","20,20"
"2017","Zona Interior","Orba","Vidrio","84,8","16","127","41,67"
"2017","Zona Interior","Orba","No selectiva","724,3","93","21","355,92"
"2017","Zona Interior","Parcent","Totales","277,2","48","20","287,25"
"2017","Zona Interior","Parcent","Papel o Cartón","12,7","7","137","13,16"
"2017","Zona Interior","Parcent","Plástico","8,2","6","160","8,50"
"2017","Zona Interior","Parcent","Vidrio","34,2","5","193","35,44"
"2017","Zona Interior","Parcent","No selectiva","222,1","30","32","230,16"
"2017","Zona Intermedia","Pedreguer","Totales","3.081,0","232","32","414,39"
"2017","Zona Intermedia","Pedreguer","Papel o Cartón","80,2","38","195","10,79"
"2017","Zona Intermedia","Pedreguer","Pilas","0,2","8","929","0,03"
"2017","Zona Intermedia","Pedreguer","Plástico","57,6","24","309","7,75"
"2017","Zona Intermedia","Pedreguer","Vidrio","183,3","34","218","24,65"
"2017","Zona Intermedia","Pedreguer","No selectiva","2.759,7","128","58","371,18"
"2017","Zona Intermedia","Pego","Totales","4.044,1","454","21","407,55"
"2017","Zona Intermedia","Pego","Papel o Cartón","149,9","63","157","15,11"
"2017","Zona Intermedia","Pego","Pilas","0,1","2","4","0,01"
"2017","Zona Intermedia","Pego","Plástico","72,6","53","187","7,32"
"2017","Zona Intermedia","Pego","Vidrio","189,0","64","155","19,05"
"2017","Zona Intermedia","Pego","No selectiva","3.632,5","272","36","366,07"
"2017","Zona Interior","el Ràfol d'Almúnia","Totales","259,6","43","14","411,41"
"2017","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","7,1","3","210","11,25"
"2017","Zona Interior","el Ràfol d'Almúnia","Pilas","0,1","1","631","0,16"
"2017","Zona Interior","el Ràfol d'Almúnia","Plástico","6,5","3","210","10,30"
"2017","Zona Interior","el Ràfol d'Almúnia","Vidrio","21,2","6","105","33,60"
"2017","Zona Interior","el Ràfol d'Almúnia","No selectiva","224,7","30","21","356,10"
"2017","Zona Interior","Sagra","Totales","170,7","21","18","434,35"
"2017","Zona Interior","Sagra","Papel o Cartón","4,6","2","196","11,70"
"2017","Zona Interior","Sagra","Pilas","0,1","1","393","0,25"
"2017","Zona Interior","Sagra","Plástico","4,6","2","196","11,70"
"2017","Zona Interior","Sagra","Vidrio","12,5","2","196","31,81"
"2017","Zona Interior","Sagra","No selectiva","148,9","14","28","378,88"
"2017","Zona Interior","Sanet y Negrals","Totales","237,9","23","27","375,24"
"2017","Zona Interior","Sanet y Negrals","Papel o Cartón","4,8","2","317","7,57"
"2017","Zona Interior","Sanet y Negrals","Pilas","0,1","1","634","0,16"
"2017","Zona Interior","Sanet y Negrals","Plástico","4,5","2","317","7,10"
"2017","Zona Interior","Sanet y Negrals","Vidrio","13,2","4","158","20,82"
"2017","Zona Interior","Sanet y Negrals","No selectiva","215,3","14","45","339,59"
"2017","Zona Intermedia","Senija","Totales","124,8","27","21","215,92"
"2017","Zona Intermedia","Senija","Papel o Cartón","5,0","3","192","8,65"
"2017","Zona Intermedia","Senija","Plástico","5,9","3","192","10,21"
"2017","Zona Intermedia","Senija","Vidrio","10,7","4","144","18,51"
"2017","Zona Intermedia","Senija","No selectiva","103,2","17","34","178,55"
"2017","Zona Costa","Teulada","Totales","8.083,7","687","14","800,60"
"2017","Zona Costa","Teulada","Papel o Cartón","559,8","135","74","55,44"
"2017","Zona Costa","Teulada","Plástico","375,6","129","78","37,20"
"2017","Zona Costa","Teulada","Vidrio","1.047,3","133","75","103,72"
"2017","Zona Costa","Teulada","No selectiva","6.101,0","290","34","604,24"
"2017","Zona Interior","Tormos","Totales","112,1","17","19","336,64"
"2017","Zona Interior","Tormos","Papel o Cartón","3,0","2","166","9,01"
"2017","Zona Interior","Tormos","Pilas","0,1","1","333","0,30"
"2017","Zona Interior","Tormos","Plástico","2,8","2","166","8,41"
"2017","Zona Interior","Tormos","Vidrio","10,6","2","166","31,83"
"2017","Zona Interior","Tormos","No selectiva","95,6","10","33","287,09"
"2017","Zona Interior","la Vall d'Alcalà","Totales","43,4","15","11","258,33"
"2017","Zona Interior","la Vall d'Alcalà","Papel o Cartón","1,2","4","42","7,14"
"2017","Zona Interior","la Vall d'Alcalà","Plástico","2,1","4","42","12,50"
"2017","Zona Interior","la Vall d'Alcalà","Vidrio","6,8","3","56","40,48"
"2017","Zona Interior","la Vall d'Alcalà","No selectiva","33,3","4","42","198,21"
"2017","Zona Interior","la Vall d'Ebo","Totales","109,4","24","9","471,55"
"2017","Zona Interior","la Vall d'Ebo","Papel o Cartón","2,7","5","46","11,64"
"2017","Zona Interior","la Vall d'Ebo","Plástico","6,2","5","46","26,72"
"2017","Zona Interior","la Vall d'Ebo","Vidrio","9,8","5","46","42,24"
"2017","Zona Interior","la Vall d'Ebo","No selectiva","90,7","9","25","390,95"
"2017","Zona Interior","la Vall de Gallinera","Totales","327,2","72","8","550,84"
"2017","Zona Interior","la Vall de Gallinera","Papel o Cartón","32,8","10","59","55,22"
"2017","Zona Interior","la Vall de Gallinera","Plástico","20,8","10","59","35,02"
"2017","Zona Interior","la Vall de Gallinera","Vidrio","30,9","18","33","52,02"
"2017","Zona Interior","la Vall de Gallinera","No selectiva","242,7","34","17","408,59"
"2017","Zona Interior","la Vall de Laguar","Totales","320,8","54","15","388,85"
"2017","Zona Interior","la Vall de Laguar","Papel o Cartón","36,2","8","103","43,88"
"2017","Zona Interior","la Vall de Laguar","Pilas","0,1","4","206","0,12"
"2017","Zona Interior","la Vall de Laguar","Plástico","13,7","8","103","16,61"
"2017","Zona Interior","la Vall de Laguar","Vidrio","31,4","11","75","38,06"
"2017","Zona Interior","la Vall de Laguar","No selectiva","239,4","23","35","290,18"
"2017","Zona Intermedia","el Verger","Totales","2.131,7","219","20","482,18"
"2017","Zona Intermedia","el Verger","Papel o Cartón","28,2","20","221","6,38"
"2017","Zona Intermedia","el Verger","Pilas","0,1","1","4","0,02"
"2017","Zona Intermedia","el Verger","Plástico","35,1","18","245","7,94"
"2017","Zona Intermedia","el Verger","Vidrio","81,9","33","133","18,53"
"2017","Zona Intermedia","el Verger","Otros","54,0","1","4","12,21"
"2017","Zona Intermedia","el Verger","No selectiva","1.932,4","146","30","437,10"
"2017","Zona Costa","els Poblets","Totales","893,4","133","22","305,33"
"2017","Zona Costa","els Poblets","Papel o Cartón","36,6","13","225","12,51"
"2017","Zona Costa","els Poblets","Plástico","59,2","28","104","20,23"
"2017","Zona Costa","els Poblets","Vidrio","78,8","17","172","26,93"
"2017","Zona Costa","els Poblets","No selectiva","718,8","75","39","245,66"
"2016","-","La Marina Alta","Totales","103.558,8","7.510","22","609,78"
"2016","-","La Marina Alta","Papel o Cartón","3.373,7","922","184","19,87"
"2016","-","La Marina Alta","Pilas","10,4","153","1","0,06"
"2016","-","La Marina Alta","Plástico","2.343,3","876","193","13,80"
"2016","-","La Marina Alta","Vidrio","7.062,2","1.307","129","41,58"
"2016","-","La Marina Alta","Otros","1.254,0","251","676","7,38"
"2016","-","La Marina Alta","No selectiva","88.161,9","3.980","42","519,12"
"2016","-","La Marina Alta","Orgánica","1.353,3","21","8","7,97"
"2016","-","Zona Costa","Totales","75.806,1","4.710","22","713,23"
"2016","-","Zona Costa","Papel o Cartón","2.341,7","577","184","22,03"
"2016","-","Zona Costa","Pilas","8,5","107","993","0,08"
"2016","-","Zona Costa","Plástico","1.652,9","548","193","15,55"
"2016","-","Zona Costa","Vidrio","5.438,9","889","119","51,17"
"2016","-","Zona Costa","No selectiva","65.010,8","2.568","41","611,66"
"2016","-","Zona Costa","Orgánica","1.353,3","21","5","12,73"
"2016","-","Zona Intermedia","Totales","22.331,7","2.057","24","447,43"
"2016","-","Zona Intermedia","Papel o Cartón","721,6","241","207","14,46"
"2016","-","Zona Intermedia","Pilas","0,7","30","1","0,01"
"2016","-","Zona Intermedia","Plástico","504,5","216","231","10,11"
"2016","-","Zona Intermedia","Vidrio","1.180,6","294","169","23,65"
"2016","-","Zona Intermedia","Otros","1.254,0","251","198","25,12"
"2016","-","Zona Intermedia","No selectiva","18.670,3","1.025","48","374,07"
"2016","-","Zona Interior","Totales","5.421,0","743","18","397,58"
"2016","-","Zona Interior","Papel o Cartón","310,4","104","131","22,76"
"2016","-","Zona Interior","Pilas","1,2","16","852","0,09"
"2016","-","Zona Interior","Plástico","185,9","112","121","13,63"
"2016","-","Zona Interior","Vidrio","442,7","124","109","32,47"
"2016","-","Zona Interior","No selectiva","4.480,8","387","35","328,62"
"2016","Zona Interior","l'Atzúbia","Totales","242,7","31","22","352,25"
"2016","Zona Interior","l'Atzúbia","Papel o Cartón","29,6","8","86","42,96"
"2016","Zona Interior","l'Atzúbia","Pilas","0,1","1","689","0,15"
"2016","Zona Interior","l'Atzúbia","Plástico","12,9","8","86","18,72"
"2016","Zona Interior","l'Atzúbia","Vidrio","22,8","6","114","33,09"
"2016","Zona Interior","l'Atzúbia","No selectiva","177,3","8","86","257,33"
"2016","Zona Interior","Alcalalí","Totales","504,7","62","20","390,94"
"2016","Zona Interior","Alcalalí","Papel o Cartón","29,1","18","71","22,54"
"2016","Zona Interior","Alcalalí","Pilas","0,3","1","1","0,23"
"2016","Zona Interior","Alcalalí","Plástico","24,5","15","86","18,98"
"2016","Zona Interior","Alcalalí","Vidrio","58,7","18","71","45,47"
"2016","Zona Interior","Alcalalí","No selectiva","392,1","10","129","303,72"
"2016","Zona Interior","Beniarbeig","Totales","793,1","62","30","413,72"
"2016","Zona Interior","Beniarbeig","Papel o Cartón","22,2","6","319","11,58"
"2016","Zona Interior","Beniarbeig","Pilas","0,1","1","1","0,05"
"2016","Zona Interior","Beniarbeig","Plástico","15,2","8","239","7,93"
"2016","Zona Interior","Beniarbeig","Vidrio","55,8","14","136","29,11"
"2016","Zona Interior","Beniarbeig","No selectiva","699,8","33","58","365,05"
"2016","Zona Interior","Benigembla","Totales","75,9","13","32","181,15"
"2016","Zona Interior","Benigembla","Papel o Cartón","1,9","2","209","4,53"
"2016","Zona Interior","Benigembla","Plástico","2,0","2","209","4,77"
"2016","Zona Interior","Benigembla","Vidrio","5,4","1","419","12,89"
"2016","Zona Interior","Benigembla","No selectiva","66,6","8","52","158,95"
"2016","Zona Interior","Benidoleig","Totales","410,6","41","27","367,59"
"2016","Zona Interior","Benidoleig","Papel o Cartón","8,6","3","372","7,70"
"2016","Zona Interior","Benidoleig","Plástico","11,1","5","223","9,94"
"2016","Zona Interior","Benidoleig","Vidrio","40,3","7","159","36,08"
"2016","Zona Interior","Benidoleig","No selectiva","350,6","26","42","313,88"
"2016","Zona Interior","Benimeli","Totales","152,0","14","27","395,83"
"2016","Zona Interior","Benimeli","Papel o Cartón","3,9","2","192","10,16"
"2016","Zona Interior","Benimeli","Pilas","0,1","2","192","0,26"
"2016","Zona Interior","Benimeli","Plástico","3,0","2","192","7,81"
"2016","Zona Interior","Benimeli","Vidrio","5,4","3","128","14,06"
"2016","Zona Interior","Benimeli","No selectiva","139,6","5","76","363,54"
"2016","Zona Intermedia","Benissa","Totales","6.269,5","689","15","569,95"
"2016","Zona Intermedia","Benissa","Papel o Cartón","204,0","59","186","18,55"
"2016","Zona Intermedia","Benissa","Pilas","0,2","16","687","0,02"
"2016","Zona Intermedia","Benissa","Plástico","136,0","65","169","12,36"
"2016","Zona Intermedia","Benissa","Vidrio","423,0","81","135","38,45"
"2016","Zona Intermedia","Benissa","Otros","1.200,0","250","44","109,09"
"2016","Zona Intermedia","Benissa","No selectiva","4.306,3","218","50","391,48"
"2016","Zona Costa","Poble Nou de Benitatxell","Totales","2.245,2","293","14","547,08"
"2016","Zona Costa","Poble Nou de Benitatxell","Papel o Cartón","84,9","70","58","20,69"
"2016","Zona Costa","Poble Nou de Benitatxell","Plástico","67,1","70","58","16,35"
"2016","Zona Costa","Poble Nou de Benitatxell","Vidrio","182,2","34","120","44,40"
"2016","Zona Costa","Poble Nou de Benitatxell","No selectiva","1.911,0","119","34","465,64"
"2016","Zona Costa","Calp","Totales","16.444,5","1.471","13","839,39"
"2016","Zona Costa","Calp","Papel o Cartón","255,1","85","230","13,02"
"2016","Zona Costa","Calp","Plástico","159,8","57","343","8,16"
"2016","Zona Costa","Calp","Vidrio","1.071,4","173","113","54,69"
"2016","Zona Costa","Calp","No selectiva","14.958,2","1.156","16","763,52"
"2016","Zona Interior","Castell de Castells","Totales","133,2","24","18","296,66"
"2016","Zona Interior","Castell de Castells","Papel o Cartón","4,0","4","112","8,91"
"2016","Zona Interior","Castell de Castells","Pilas","0,1","3","149","0,22"
"2016","Zona Interior","Castell de Castells","Plástico","4,3","4","112","9,58"
"2016","Zona Interior","Castell de Castells","Vidrio","13,5","2","224","30,07"
"2016","Zona Interior","Castell de Castells","No selectiva","111,3","11","40","247,88"
"2016","Zona Costa","Dénia","Totales","31.585,2","1.265","32","761,73"
"2016","Zona Costa","Dénia","Papel o Cartón","247,6","96","431","5,97"
"2016","Zona Costa","Dénia","Pilas","7,5","98","423","0,18"
"2016","Zona Costa","Dénia","Plástico","234,2","96","431","5,65"
"2016","Zona Costa","Dénia","Vidrio","1.492,2","322","128","35,99"
"2016","Zona Costa","Dénia","No selectiva","28.250,4","632","65","681,31"
"2016","Zona Costa","Dénia","Orgánica","1.353,3","21","1","32,64"
"2016","Zona Intermedia","Gata de Gorgos","Totales","2.363,0","196","29","405,67"
"2016","Zona Intermedia","Gata de Gorgos","Papel o Cartón","136,0","28","208","23,35"
"2016","Zona Intermedia","Gata de Gorgos","Plástico","76,7","24","242","13,17"
"2016","Zona Intermedia","Gata de Gorgos","Vidrio","85,7","32","182","14,71"
"2016","Zona Intermedia","Gata de Gorgos","No selectiva","2.064,6","112","52","354,44"
"2016","Zona Intermedia","Xaló","Totales","974,2","125","21","367,90"
"2016","Zona Intermedia","Xaló","Papel o Cartón","40,7","10","264","15,37"
"2016","Zona Intermedia","Xaló","Plástico","35,7","9","294","13,48"
"2016","Zona Intermedia","Xaló","Vidrio","71,6","15","176","27,04"
"2016","Zona Intermedia","Xaló","No selectiva","826,2","91","29","312,01"
"2016","Zona Costa","Xàbia/Jávea","Totales","16.686,2","937","29","612,90"
"2016","Zona Costa","Xàbia/Jávea","Papel o Cartón","1.053,0","199","136","38,68"
"2016","Zona Costa","Xàbia/Jávea","Pilas","1,0","9","3","0,04"
"2016","Zona Costa","Xàbia/Jávea","Plástico","777,3","186","146","28,55"
"2016","Zona Costa","Xàbia/Jávea","Vidrio","1.645,7","229","118","60,45"
"2016","Zona Costa","Xàbia/Jávea","No selectiva","13.209,2","314","86","485,19"
"2016","Zona Intermedia","Llíber","Totales","151,8","21","52","136,76"
"2016","Zona Intermedia","Llíber","Papel o Cartón","4,3","2","555","3,87"
"2016","Zona Intermedia","Llíber","Plástico","4,1","2","555","3,69"
"2016","Zona Intermedia","Llíber","Vidrio","8,0","3","370","7,21"
"2016","Zona Intermedia","Llíber","No selectiva","135,4","14","79","121,98"
"2016","Zona Interior","Murla","Totales","155,0","23","21","318,93"
"2016","Zona Interior","Murla","Papel o Cartón","5,6","2","243","11,52"
"2016","Zona Interior","Murla","Plástico","6,1","2","243","12,55"
"2016","Zona Interior","Murla","Vidrio","14,2","4","121","29,22"
"2016","Zona Interior","Murla","No selectiva","129,1","15","32","265,64"
"2016","Zona Intermedia","Ondara","Totales","2.884,8","106","62","434,00"
"2016","Zona Intermedia","Ondara","Papel o Cartón","79,2","23","289","11,92"
"2016","Zona Intermedia","Ondara","Pilas","0,1","3","2","0,02"
"2016","Zona Intermedia","Ondara","Plástico","54,4","21","316","8,18"
"2016","Zona Intermedia","Ondara","Vidrio","120,7","31","214","18,16"
"2016","Zona Intermedia","Ondara","No selectiva","2.630,4","28","237","395,73"
"2016","Zona Interior","Orba","Totales","944,0","155","13","452,76"
"2016","Zona Interior","Orba","Papel o Cartón","96,6","18","115","46,33"
"2016","Zona Interior","Orba","Plástico","41,6","25","83","19,95"
"2016","Zona Interior","Orba","Vidrio","68,4","15","139","32,81"
"2016","Zona Interior","Orba","No selectiva","737,4","97","21","353,67"
"2016","Zona Interior","Parcent","Totales","315,9","45","21","320,71"
"2016","Zona Interior","Parcent","Papel o Cartón","11,6","5","197","11,78"
"2016","Zona Interior","Parcent","Plástico","7,8","5","197","7,92"
"2016","Zona Interior","Parcent","Vidrio","30,8","5","197","31,27"
"2016","Zona Interior","Parcent","No selectiva","265,7","30","32","269,75"
"2016","Zona Intermedia","Pedreguer","Totales","3.046,8","232","32","410,01"
"2016","Zona Intermedia","Pedreguer","Papel o Cartón","79,2","39","190","10,66"
"2016","Zona Intermedia","Pedreguer","Pilas","0,2","8","928","0,03"
"2016","Zona Intermedia","Pedreguer","Plástico","63,7","24","309","8,57"
"2016","Zona Intermedia","Pedreguer","Vidrio","174,7","34","218","23,51"
"2016","Zona Intermedia","Pedreguer","No selectiva","2.729,0","127","58","367,25"
"2016","Zona Intermedia","Pego","Totales","4.104,3","453","22","404,05"
"2016","Zona Intermedia","Pego","Papel o Cartón","139,7","62","163","13,75"
"2016","Zona Intermedia","Pego","Pilas","0,1","2","5","0,01"
"2016","Zona Intermedia","Pego","Plástico","72,1","53","191","7,10"
"2016","Zona Intermedia","Pego","Vidrio","200,5","64","158","19,74"
"2016","Zona Intermedia","Pego","No selectiva","3.691,9","272","37","363,45"
"2016","Zona Interior","el Ràfol d'Almúnia","Totales","269,5","43","14","427,78"
"2016","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","6,9","3","210","10,95"
"2016","Zona Interior","el Ràfol d'Almúnia","Pilas","0,1","1","630","0,16"
"2016","Zona Interior","el Ràfol d'Almúnia","Plástico","5,3","3","210","8,41"
"2016","Zona Interior","el Ràfol d'Almúnia","Vidrio","10,7","6","105","16,98"
"2016","Zona Interior","el Ràfol d'Almúnia","No selectiva","246,5","30","21","391,27"
"2016","Zona Interior","Sagra","Totales","176,2","21","19","425,60"
"2016","Zona Interior","Sagra","Papel o Cartón","4,4","2","207","10,63"
"2016","Zona Interior","Sagra","Pilas","0,1","1","414","0,24"
"2016","Zona Interior","Sagra","Plástico","3,4","2","207","8,21"
"2016","Zona Interior","Sagra","Vidrio","11,8","2","207","28,50"
"2016","Zona Interior","Sagra","No selectiva","156,5","14","29","378,02"
"2016","Zona Interior","Sanet y Negrals","Totales","253,8","24","27","391,06"
"2016","Zona Interior","Sanet y Negrals","Papel o Cartón","4,5","2","324","6,93"
"2016","Zona Interior","Sanet y Negrals","Pilas","0,1","1","649","0,15"
"2016","Zona Interior","Sanet y Negrals","Plástico","3,5","2","324","5,39"
"2016","Zona Interior","Sanet y Negrals","Vidrio","14,5","4","162","22,34"
"2016","Zona Interior","Sanet y Negrals","No selectiva","231,2","15","43","356,24"
"2016","Zona Intermedia","Senija","Totales","161,5","24","24","279,90"
"2016","Zona Intermedia","Senija","Papel o Cartón","5,9","1","577","10,23"
"2016","Zona Intermedia","Senija","Plástico","6,0","3","192","10,40"
"2016","Zona Intermedia","Senija","Vidrio","9,4","3","192","16,29"
"2016","Zona Intermedia","Senija","No selectiva","140,2","17","33","242,98"
"2016","Zona Costa","Teulada","Totales","8.020,9","614","17","752,85"
"2016","Zona Costa","Teulada","Papel o Cartón","678,5","115","92","63,69"
"2016","Zona Costa","Teulada","Plástico","371,8","112","95","34,90"
