"Año","Zona","Ámbito geográfico","Sexo","Nacionalidad","Total Inmigraciones","Total Emigraciones","Saldo Migratorio"
"2023","-","Zona Costa","Hombres","Extranjeros","4.164","2.537","1.627"
"2023","-","Zona Costa","Mujeres","Total","6.419","5.043","1.376"
"2023","-","Zona Costa","Mujeres","Españoles","2.326","2.602","-276"
"2023","-","Zona Costa","Mujeres","Extranjeros","4.093","2.441","1.652"
"2023","-","Zona Intermedia","Totales","Total","4.765","3.827","938"
"2023","-","Zona Intermedia","Totales","Españoles","2.672","2.406","266"
"2023","-","Zona Intermedia","Totales","Extranjeros","2.093","1.421","672"
"2023","-","Zona Intermedia","Hombres","Total","2.412","1.909","503"
"2023","-","Zona Intermedia","Hombres","Españoles","1.340","1.192","148"
"2023","-","Zona Intermedia","Hombres","Extranjeros","1.072","717","355"
"2023","-","Zona Intermedia","Mujeres","Total","2.353","1.918","435"
"2023","-","Zona Intermedia","Mujeres","Españoles","1.332","1.214","118"
"2023","-","Zona Intermedia","Mujeres","Extranjeros","1.021","704","317"
"2023","-","Zona Interior","Totales","Total","1.455","1.252","203"
"2023","-","Zona Interior","Totales","Españoles","880","777","103"
"2023","-","Zona Interior","Totales","Extranjeros","575","475","100"
"2023","-","Zona Interior","Hombres","Total","701","620","81"
"2023","-","Zona Interior","Hombres","Españoles","404","371","33"
"2023","-","Zona Interior","Hombres","Extranjeros","297","249","48"
"2023","-","Zona Interior","Mujeres","Total","754","632","122"
"2023","-","Zona Interior","Mujeres","Españoles","476","406","70"
"2023","-","Zona Interior","Mujeres","Extranjeros","278","226","52"
"2023","Zona Interior","l'Atzúbia","Totales","Total","52","73","-21"
"2023","Zona Interior","l'Atzúbia","Totales","Españoles","25","37","-12"
"2023","Zona Interior","l'Atzúbia","Totales","Extranjeros","27","36","-9"
"2023","Zona Interior","l'Atzúbia","Hombres","Total","33","35","-2"
"2023","Zona Interior","l'Atzúbia","Hombres","Españoles","15","14","1"
"2023","Zona Interior","l'Atzúbia","Hombres","Extranjeros","18","21","-3"
"2023","Zona Interior","l'Atzúbia","Mujeres","Total","19","38","-19"
"2023","Zona Interior","l'Atzúbia","Mujeres","Españoles","10","23","-13"
"2023","Zona Interior","l'Atzúbia","Mujeres","Extranjeros","9","15","-6"
"2023","Zona Interior","Alcalalí","Totales","Total","132","139","-7"
"2023","Zona Interior","Alcalalí","Totales","Españoles","75","71","4"
"2023","Zona Interior","Alcalalí","Totales","Extranjeros","57","68","-11"
"2023","Zona Interior","Alcalalí","Hombres","Total","56","72","-16"
"2023","Zona Interior","Alcalalí","Hombres","Españoles","33","35","-2"
"2023","Zona Interior","Alcalalí","Hombres","Extranjeros","23","37","-14"
"2023","Zona Interior","Alcalalí","Mujeres","Total","76","67","9"
"2023","Zona Interior","Alcalalí","Mujeres","Españoles","42","36","6"
"2023","Zona Interior","Alcalalí","Mujeres","Extranjeros","34","31","3"
"2023","Zona Interior","Beniarbeig","Totales","Total","232","173","59"
"2023","Zona Interior","Beniarbeig","Totales","Españoles","163","131","32"
"2023","Zona Interior","Beniarbeig","Totales","Extranjeros","69","42","27"
"2023","Zona Interior","Beniarbeig","Hombres","Total","109","77","32"
"2023","Zona Interior","Beniarbeig","Hombres","Españoles","72","58","14"
"2023","Zona Interior","Beniarbeig","Hombres","Extranjeros","37","19","18"
"2023","Zona Interior","Beniarbeig","Mujeres","Total","123","96","27"
"2023","Zona Interior","Beniarbeig","Mujeres","Españoles","91","73","18"
"2023","Zona Interior","Beniarbeig","Mujeres","Extranjeros","32","23","9"
"2023","Zona Interior","Benigembla","Totales","Total","78","53","25"
"2023","Zona Interior","Benigembla","Totales","Españoles","40","35","5"
"2023","Zona Interior","Benigembla","Totales","Extranjeros","38","18","20"
"2023","Zona Interior","Benigembla","Hombres","Total","41","24","17"
"2023","Zona Interior","Benigembla","Hombres","Españoles","21","16","5"
"2023","Zona Interior","Benigembla","Hombres","Extranjeros","20","8","12"
"2023","Zona Interior","Benigembla","Mujeres","Total","37","29","8"
"2023","Zona Interior","Benigembla","Mujeres","Españoles","19","19","0"
"2023","Zona Interior","Benigembla","Mujeres","Extranjeros","18","10","8"
"2023","Zona Interior","Benidoleig","Totales","Total","151","149","2"
"2023","Zona Interior","Benidoleig","Totales","Españoles","85","82","3"
"2023","Zona Interior","Benidoleig","Totales","Extranjeros","66","67","-1"
"2023","Zona Interior","Benidoleig","Hombres","Total","78","69","9"
"2023","Zona Interior","Benidoleig","Hombres","Españoles","42","38","4"
"2023","Zona Interior","Benidoleig","Hombres","Extranjeros","36","31","5"
"2023","Zona Interior","Benidoleig","Mujeres","Total","73","80","-7"
"2023","Zona Interior","Benidoleig","Mujeres","Españoles","43","44","-1"
"2023","Zona Interior","Benidoleig","Mujeres","Extranjeros","30","36","-6"
"2023","Zona Interior","Benimeli","Totales","Total","40","25","15"
"2023","Zona Interior","Benimeli","Totales","Españoles","32","21","11"
"2023","Zona Interior","Benimeli","Totales","Extranjeros","8","4","4"
"2023","Zona Interior","Benimeli","Hombres","Total","14","14","0"
"2023","Zona Interior","Benimeli","Hombres","Españoles","12","11","1"
"2023","Zona Interior","Benimeli","Hombres","Extranjeros","2","3","-1"
"2023","Zona Interior","Benimeli","Mujeres","Total","26","11","15"
"2023","Zona Interior","Benimeli","Mujeres","Españoles","20","10","10"
"2023","Zona Interior","Benimeli","Mujeres","Extranjeros","6","1","5"
"2023","Zona Intermedia","Benissa","Totales","Total","1.102","1.039","63"
"2023","Zona Intermedia","Benissa","Totales","Españoles","489","542","-53"
"2023","Zona Intermedia","Benissa","Totales","Extranjeros","613","497","116"
"2023","Zona Intermedia","Benissa","Hombres","Total","543","514","29"
"2023","Zona Intermedia","Benissa","Hombres","Españoles","240","270","-30"
"2023","Zona Intermedia","Benissa","Hombres","Extranjeros","303","244","59"
"2023","Zona Intermedia","Benissa","Mujeres","Total","559","525","34"
"2023","Zona Intermedia","Benissa","Mujeres","Españoles","249","272","-23"
"2023","Zona Intermedia","Benissa","Mujeres","Extranjeros","310","253","57"
"2023","Zona Costa","Poble Nou de Benitatxell","Totales","Total","727","687","40"
"2023","Zona Costa","Poble Nou de Benitatxell","Totales","Españoles","312","326","-14"
"2023","Zona Costa","Poble Nou de Benitatxell","Totales","Extranjeros","415","361","54"
"2023","Zona Costa","Poble Nou de Benitatxell","Hombres","Total","381","323","58"
"2023","Zona Costa","Poble Nou de Benitatxell","Hombres","Españoles","168","155","13"
"2023","Zona Costa","Poble Nou de Benitatxell","Hombres","Extranjeros","213","168","45"
"2023","Zona Costa","Poble Nou de Benitatxell","Mujeres","Total","346","364","-18"
"2023","Zona Costa","Poble Nou de Benitatxell","Mujeres","Españoles","144","171","-27"
"2023","Zona Costa","Poble Nou de Benitatxell","Mujeres","Extranjeros","202","193","9"
"2023","Zona Costa","Calp","Totales","Total","3.076","2.295","781"
"2023","Zona Costa","Calp","Totales","Españoles","909","976","-67"
"2023","Zona Costa","Calp","Totales","Extranjeros","2.167","1.319","848"
"2023","Zona Costa","Calp","Hombres","Total","1.523","1.194","329"
"2023","Zona Costa","Calp","Hombres","Españoles","442","486","-44"
"2023","Zona Costa","Calp","Hombres","Extranjeros","1.081","708","373"
"2023","Zona Costa","Calp","Mujeres","Total","1.553","1.101","452"
"2023","Zona Costa","Calp","Mujeres","Españoles","467","490","-23"
"2023","Zona Costa","Calp","Mujeres","Extranjeros","1.086","611","475"
"2023","Zona Interior","Castell de Castells","Totales","Total","50","23","27"
"2023","Zona Interior","Castell de Castells","Totales","Españoles","38","20","18"
"2023","Zona Interior","Castell de Castells","Totales","Extranjeros","12","3","9"
"2023","Zona Interior","Castell de Castells","Hombres","Total","21","13","8"
"2023","Zona Interior","Castell de Castells","Hombres","Españoles","13","12","1"
"2023","Zona Interior","Castell de Castells","Hombres","Extranjeros","8","1","7"
"2023","Zona Interior","Castell de Castells","Mujeres","Total","29","10","19"
"2023","Zona Interior","Castell de Castells","Mujeres","Españoles","25","8","17"
"2023","Zona Interior","Castell de Castells","Mujeres","Extranjeros","4","2","2"
"2023","Zona Costa","Dénia","Totales","Total","4.145","2.839","1.306"
"2023","Zona Costa","Dénia","Totales","Españoles","1.689","1.862","-173"
"2023","Zona Costa","Dénia","Totales","Extranjeros","2.456","977","1.479"
"2023","Zona Costa","Dénia","Hombres","Total","2.028","1.394","634"
"2023","Zona Costa","Dénia","Hombres","Españoles","825","906","-81"
"2023","Zona Costa","Dénia","Hombres","Extranjeros","1.203","488","715"
"2023","Zona Costa","Dénia","Mujeres","Total","2.117","1.445","672"
"2023","Zona Costa","Dénia","Mujeres","Españoles","864","956","-92"
"2023","Zona Costa","Dénia","Mujeres","Extranjeros","1.253","489","764"
"2023","Zona Intermedia","Gata de Gorgos","Totales","Total","524","409","115"
"2023","Zona Intermedia","Gata de Gorgos","Totales","Españoles","270","271","-1"
"2023","Zona Intermedia","Gata de Gorgos","Totales","Extranjeros","254","138","116"
"2023","Zona Intermedia","Gata de Gorgos","Hombres","Total","275","198","77"
"2023","Zona Intermedia","Gata de Gorgos","Hombres","Españoles","129","126","3"
"2023","Zona Intermedia","Gata de Gorgos","Hombres","Extranjeros","146","72","74"
"2023","Zona Intermedia","Gata de Gorgos","Mujeres","Total","249","211","38"
"2023","Zona Intermedia","Gata de Gorgos","Mujeres","Españoles","141","145","-4"
"2023","Zona Intermedia","Gata de Gorgos","Mujeres","Extranjeros","108","66","42"
"2023","Zona Intermedia","Xaló","Totales","Total","314","250","64"
"2023","Zona Intermedia","Xaló","Totales","Españoles","169","140","29"
"2023","Zona Intermedia","Xaló","Totales","Extranjeros","145","110","35"
"2023","Zona Intermedia","Xaló","Hombres","Total","161","126","35"
"2023","Zona Intermedia","Xaló","Hombres","Españoles","82","69","13"
"2023","Zona Intermedia","Xaló","Hombres","Extranjeros","79","57","22"
"2023","Zona Intermedia","Xaló","Mujeres","Total","153","124","29"
"2023","Zona Intermedia","Xaló","Mujeres","Españoles","87","71","16"
"2023","Zona Intermedia","Xaló","Mujeres","Extranjeros","66","53","13"
"2023","Zona Costa","Xàbia/Jávea","Totales","Total","2.993","2.663","330"
"2023","Zona Costa","Xàbia/Jávea","Totales","Españoles","952","1.202","-250"
"2023","Zona Costa","Xàbia/Jávea","Totales","Extranjeros","2.041","1.461","580"
"2023","Zona Costa","Xàbia/Jávea","Hombres","Total","1.513","1.339","174"
"2023","Zona Costa","Xàbia/Jávea","Hombres","Españoles","463","600","-137"
"2023","Zona Costa","Xàbia/Jávea","Hombres","Extranjeros","1.050","739","311"
"2023","Zona Costa","Xàbia/Jávea","Mujeres","Total","1.480","1.324","156"
"2023","Zona Costa","Xàbia/Jávea","Mujeres","Españoles","489","602","-113"
"2023","Zona Costa","Xàbia/Jávea","Mujeres","Extranjeros","991","722","269"
"2023","Zona Intermedia","Llíber","Totales","Total","114","135","-21"
"2023","Zona Intermedia","Llíber","Totales","Españoles","56","48","8"
"2023","Zona Intermedia","Llíber","Totales","Extranjeros","58","87","-29"
"2023","Zona Intermedia","Llíber","Hombres","Total","52","65","-13"
"2023","Zona Intermedia","Llíber","Hombres","Españoles","25","25","0"
"2023","Zona Intermedia","Llíber","Hombres","Extranjeros","27","40","-13"
"2023","Zona Intermedia","Llíber","Mujeres","Total","62","70","-8"
"2023","Zona Intermedia","Llíber","Mujeres","Españoles","31","23","8"
"2023","Zona Intermedia","Llíber","Mujeres","Extranjeros","31","47","-16"
"2023","Zona Interior","Murla","Totales","Total","64","47","17"
"2023","Zona Interior","Murla","Totales","Españoles","36","28","8"
"2023","Zona Interior","Murla","Totales","Extranjeros","28","19","9"
"2023","Zona Interior","Murla","Hombres","Total","34","23","11"
"2023","Zona Interior","Murla","Hombres","Españoles","19","11","8"
"2023","Zona Interior","Murla","Hombres","Extranjeros","15","12","3"
"2023","Zona Interior","Murla","Mujeres","Total","30","24","6"
"2023","Zona Interior","Murla","Mujeres","Españoles","17","17","0"
"2023","Zona Interior","Murla","Mujeres","Extranjeros","13","7","6"
"2023","Zona Intermedia","Ondara","Totales","Total","665","484","181"
"2023","Zona Intermedia","Ondara","Totales","Españoles","404","371","33"
"2023","Zona Intermedia","Ondara","Totales","Extranjeros","261","113","148"
"2023","Zona Intermedia","Ondara","Hombres","Total","345","232","113"
"2023","Zona Intermedia","Ondara","Hombres","Españoles","203","181","22"
"2023","Zona Intermedia","Ondara","Hombres","Extranjeros","142","51","91"
"2023","Zona Intermedia","Ondara","Mujeres","Total","320","252","68"
"2023","Zona Intermedia","Ondara","Mujeres","Españoles","201","190","11"
"2023","Zona Intermedia","Ondara","Mujeres","Extranjeros","119","62","57"
"2023","Zona Interior","Orba","Totales","Total","204","206","-2"
"2023","Zona Interior","Orba","Totales","Españoles","96","102","-6"
"2023","Zona Interior","Orba","Totales","Extranjeros","108","104","4"
"2023","Zona Interior","Orba","Hombres","Total","93","119","-26"
"2023","Zona Interior","Orba","Hombres","Españoles","40","57","-17"
"2023","Zona Interior","Orba","Hombres","Extranjeros","53","62","-9"
"2023","Zona Interior","Orba","Mujeres","Total","111","87","24"
"2023","Zona Interior","Orba","Mujeres","Españoles","56","45","11"
"2023","Zona Interior","Orba","Mujeres","Extranjeros","55","42","13"
"2023","Zona Interior","Parcent","Totales","Total","85","69","16"
"2023","Zona Interior","Parcent","Totales","Españoles","43","47","-4"
"2023","Zona Interior","Parcent","Totales","Extranjeros","42","22","20"
"2023","Zona Interior","Parcent","Hombres","Total","40","35","5"
"2023","Zona Interior","Parcent","Hombres","Españoles","21","23","-2"
"2023","Zona Interior","Parcent","Hombres","Extranjeros","19","12","7"
"2023","Zona Interior","Parcent","Mujeres","Total","45","34","11"
"2023","Zona Interior","Parcent","Mujeres","Españoles","22","24","-2"
"2023","Zona Interior","Parcent","Mujeres","Extranjeros","23","10","13"
"2023","Zona Intermedia","Pedreguer","Totales","Total","695","581","114"
"2023","Zona Intermedia","Pedreguer","Totales","Españoles","435","396","39"
"2023","Zona Intermedia","Pedreguer","Totales","Extranjeros","260","185","75"
"2023","Zona Intermedia","Pedreguer","Hombres","Total","356","306","50"
"2023","Zona Intermedia","Pedreguer","Hombres","Españoles","232","204","28"
"2023","Zona Intermedia","Pedreguer","Hombres","Extranjeros","124","102","22"
"2023","Zona Intermedia","Pedreguer","Mujeres","Total","339","275","64"
"2023","Zona Intermedia","Pedreguer","Mujeres","Españoles","203","192","11"
"2023","Zona Intermedia","Pedreguer","Mujeres","Extranjeros","136","83","53"
"2023","Zona Intermedia","Pego","Totales","Total","677","469","208"
"2023","Zona Intermedia","Pego","Totales","Españoles","400","325","75"
"2023","Zona Intermedia","Pego","Totales","Extranjeros","277","144","133"
"2023","Zona Intermedia","Pego","Hombres","Total","331","225","106"
"2023","Zona Intermedia","Pego","Hombres","Españoles","206","158","48"
"2023","Zona Intermedia","Pego","Hombres","Extranjeros","125","67","58"
"2023","Zona Intermedia","Pego","Mujeres","Total","346","244","102"
"2023","Zona Intermedia","Pego","Mujeres","Españoles","194","167","27"
"2023","Zona Intermedia","Pego","Mujeres","Extranjeros","152","77","75"
"2023","Zona Interior","el Ràfol d'Almúnia","Totales","Total","51","65","-14"
"2023","Zona Interior","el Ràfol d'Almúnia","Totales","Españoles","23","39","-16"
"2023","Zona Interior","el Ràfol d'Almúnia","Totales","Extranjeros","28","26","2"
"2023","Zona Interior","el Ràfol d'Almúnia","Hombres","Total","31","36","-5"
"2023","Zona Interior","el Ràfol d'Almúnia","Hombres","Españoles","9","21","-12"
"2023","Zona Interior","el Ràfol d'Almúnia","Hombres","Extranjeros","22","15","7"
"2023","Zona Interior","el Ràfol d'Almúnia","Mujeres","Total","20","29","-9"
"2023","Zona Interior","el Ràfol d'Almúnia","Mujeres","Españoles","14","18","-4"
"2023","Zona Interior","el Ràfol d'Almúnia","Mujeres","Extranjeros","6","11","-5"
"2023","Zona Interior","Sagra","Totales","Total","31","32","-1"
"2023","Zona Interior","Sagra","Totales","Españoles","25","25","0"
"2023","Zona Interior","Sagra","Totales","Extranjeros","6","7","-1"
"2023","Zona Interior","Sagra","Hombres","Total","15","14","1"
"2023","Zona Interior","Sagra","Hombres","Españoles","13","12","1"
